1;0.0001583099365234375;4
2;0.0002167224884033203;5
3;0.0013728141784667969;8
4;0.0011529922485351562;6
5;0.003864765167236328;10
6;0.0013744831085205078;9
7;0.011980772018432617;12
8;0.030663490295410156;13
9;0.16444039344787598;14
10;0.005231380462646484;12
11;0.4693758487701416;15
12;0.035459280014038086;19
13;0.09795093536376953;19
14;0.041760921478271484;23
15;0.17389798164367676;23
16;0.10488176345825195;29
17;0.18528366088867188;31
18;0.21659088134765625;31
19;0.12116861343383789;41
20;0.04503369331359863;34
21;0.05368971824645996;44
22;0.28278279304504395;44
23;0.17564058303833008;43
24;0.1280510425567627;42
25;2.090632438659668;49
26;1.6067664623260498;46
27;0.3556478023529053;44
28;0.33486151695251465;52
29;0.5807836055755615;55
30;0.6191096305847168;67
31;1.1652860641479492;54
32;0.4545753002166748;69
33;0.04255199432373047;47
34;0.776611328125;61
35;0.5693223476409912;69
36;0.12230062484741211;59
37;0.03604841232299805;55
38;1.1864047050476074;76
39;0.7768070697784424;74
40;0.10349297523498535;71
41;0.1485896110534668;70
42;0.011152505874633789;57
43;0.11244893074035645;66
44;0.2903714179992676;76
45;0.1738436222076416;71
46;0.11930298805236816;80
47;0.18218111991882324;64
48;0.05070614814758301;80
49;0.15484261512756348;85
50;0.26130151748657227;93
51;0.3752775192260742;81
52;0.8388521671295166;95
53;0.39690136909484863;99
54;0.28415656089782715;102
55;1.0011370182037354;102
56;0.9494590759277344;110
57;0.25049281120300293;103
