1;4;4
2;15;5
3;38;8
4;262;6
5;211;10
6;29;9
7;3085;12
8;29244;13
9;140569;14
10;60255;12
11;190584;15
12;498;19
13;963;19
14;604;23
15;2592;23
16;1136;29
17;1769;31
18;2643;31
19;934;41
20;432;34
21;591;44
22;2693;44
23;2896;43
24;1282;42
25;14952;49
26;14211;46
27;4704;44
28;4308;52
29;5216;55
30;5191;67
31;8763;53
32;4369;69
33;327;47
34;5103;61
35;8783;69
36;1162;59
37;388;55
38;17922;76
39;7997;74
40;1235;71
41;1578;70
42;218;57
43;1441;66
44;3216;76
45;2044;71
46;1521;80
47;1947;64
48;711;80
49;1638;85
50;2733;93
51;3015;81
52;5900;95
53;3276;99
54;2479;100
55;7120;102
56;7115;110
57;2172;103
