1;4;4
2;5;5
3;20;8
4;30;6
5;66;10
6;25;9
7;95;12
8;210;13
9;783;14
10;58;12
11;1784;15
12;348;20
13;740;19
14;263;23
15;1230;23
16;888;29
17;1559;31
18;1684;31
19;830;41
20;417;34
21;503;44
22;2356;44
23;1564;43
24;1097;46
25;13678;49
26;12403;46
27;2848;44
28;2313;52
29;4368;56
30;4446;67
31;7409;53
32;3812;69
33;310;47
34;4576;63
35;4188;69
36;1069;59
37;347;55
38;11536;76
39;7461;74
40;1143;73
41;1434;70
42;142;57
43;1025;66
44;2911;78
45;2035;71
46;1455;80
47;1856;68
48;627;80
49;1467;87
50;2513;93
51;2726;81
52;5405;95
53;3145;99
54;2278;100
55;6613;102
56;6592;110
57;2074;103
