1;4;4
2;5;5
3;17;8
4;30;6
5;42;10
6;24;9
7;32;12
8;62;13
9;57;14
10;37;12
11;63;15
12;253;20
13;339;19
14;263;23
15;1242;23
16;708;29
17;1421;31
18;1684;31
19;830;41
20;415;34
21;367;44
22;2060;44
23;1152;43
24;1098;46
25;10679;49
26;8362;46
27;2933;44
28;1709;52
29;1573;55
30;2226;67
31;5783;56
32;4115;69
33;264;47
34;4521;63
35;3981;69
36;986;59
37;266;55
38;9633;76
39;7305;74
40;915;73
41;1393;70
42;113;57
43;827;66
44;2181;78
45;2019;71
46;1396;80
47;1029;68
48;627;80
49;1117;87
50;2364;93
51;2092;81
52;4726;95
53;2998;99
54;2059;100
55;6123;102
56;5900;110
57;1973;103
