1;4;4
2;5;5
3;25;8
4;11;6
5;48;10
6;23;9
7;82;12
8;149;13
9;635;14
10;29;12
11;1754;15
12;312;19
13;710;19
14;253;23
15;1217;23
16;872;29
17;1501;31
18;1633;31
19;819;41
20;412;34
21;514;44
22;2289;44
23;1624;43
24;1066;42
25;13999;49
26;12299;46
27;2737;44
28;2127;52
29;4024;55
30;4362;67
31;7583;54
32;3491;69
33;302;47
34;4499;61
35;4111;69
36;1041;59
37;338;55
38;11430;76
39;7428;74
40;1105;71
41;1426;70
42;120;57
43;934;66
44;2848;76
45;2029;71
46;1449;80
47;1879;64
48;620;80
49;1433;85
50;2503;93
51;2580;81
52;5409;95
53;3108;99
54;2270;102
55;6567;102
56;6552;110
57;2067;103
